Gene ID	TSS ID	Transcript ID	gene name
LH14294	TSS91838	CUFF.44041.1	-
LH14295	TSS91840	CUFF.44049.1,CUFF.44049.2	-
LH14296	TSS91841	CUFF.44051.1	-
LH14297	TSS91842	CUFF.44055.1,CUFF.44055.2	-
LH14298	TSS91850	CUFF.44091.1	-
LH14299	TSS91868	CUFF.44062.1	-
LH14300	TSS91881	P1	RP11-379H18.1
LH14300	TSS91881	P2	RP11-379H18.1
LH14301	TSS91882	P1P2	RP11-379H18.1
LH14302	TSS91890	CUFF.44075.1	-
LH14303	TSS91891	CUFF.44077.1	-
LH14304	TSS91944	CUFF.44156.11,CUFF.44156.8	-
LH14305	TSS91946	P1P2	-
LH14305	TSS91948	P1P2	-
LH14306	TSS91949	CUFF.44156.34	-
LH14307	TSS91952	CUFF.44156.49	-
LH14308	TSS91956	CUFF.44123.1	-
LH14309	TSS91959	P1P2	LINC00265
LH14309	TSS91960	P1P2	LINC00265
LH14310	TSS91961	ENST00000448955	LINC00265
LH14311	TSS91966	CUFF.44168.1	-
LH14312	TSS92022	CUFF.44220.1	RP11-111K18.2
LH14313	TSS92039	CUFF.44282.1	POLR2J4
LH14314	TSS92040	CUFF.44241.2	LINC00957
LH14315	TSS92041	ENST00000441052	LINC00957
LH14316	TSS92042	P1P2	AC017116.11
LH14317	TSS92060	CUFF.44250.1	-
LH14318	TSS92064	CUFF.44272.1	-
LH14319	TSS92065	CUFF.44272.2,CUFF.44272.3,CUFF.44272.4,CUFF.44272.5,CUFF.44272.6,CUFF.44272.7	-
LH14320	TSS92069	P1P2	AC004854.4
LH14321	TSS92071	P1P2	RP4-673M15.1
LH14322	TSS92076	CUFF.44274.3,CUFF.44274.5,CUFF.44274.9,CUFF.44274.21	RP4-647J21.1
LH14323	TSS92080	CUFF.44409.2,CUFF.44409.1	SNHG15
LH14324	TSS92081	CUFF.44410.1	-
LH14325	TSS92083	CUFF.44279.1,CUFF.44279.2	-
LH14326	TSS92084	CUFF.44279.4	-
LH14327	TSS92099	CUFF.44285.1	-
LH14328	TSS92100	CUFF.44286.1	-
LH14329	TSS92102	CUFF.44311.4	RP11-638I8.1
LH14330	TSS92137	P1P2	AC004870.4
LH14331	TSS92144	CUFF.44316.1	-
LH14332	TSS92145	CUFF.44320.1	-
LH14333	TSS92146	CUFF.44320.3	-
LH14334	TSS92148	CUFF.44321.4	-
LH14335	TSS92164	P1P2	LINC00525
LH14336	TSS92193	CUFF.44399.1	-
LH14337	TSS92195	CUFF.44399.4,CUFF.44399.5	-
LH14338	TSS92207	CUFF.44425.2	RP4-724E13.2
LH14339	TSS92216	CUFF.44413.1	-
LH14340	TSS92268	CUFF.44455.1	-
LH14341	TSS92283	CUFF.44480.2	-
LH14342	TSS92319	P1P2	-
LH14343	TSS92320	CUFF.44514.2,CUFF.44514.3,CUFF.44514.4	-
LH14344	TSS92322	CUFF.44514.6	-
LH14345	TSS92323	CUFF.44514.7	-
LH14346	TSS92341	CUFF.44527.1	-
LH14347	TSS92342	CUFF.44528.1	-
LH14348	TSS92359	CUFF.44542.1	-
LH14349	TSS92398	CUFF.44574.3	-
LH14350	TSS92433	NLT_00006879	LINC-ZNF680-2
LH14351	TSS92439	CUFF.44609.1	-
LH14352	TSS92444	NLT_00006882	RP11-797H7.1-AS1
LH14353	TSS92451	CUFF.44633.1	-
LH14354	TSS92458	CUFF.44650.1	-
LH14355	TSS92459	CUFF.44643.1	-
LH14356	TSS92460	CUFF.44644.1	-
LH14357	TSS92461	CUFF.44645.1	-
LH14358	TSS92462	CUFF.44646.1	-
LH14359	TSS92463	CUFF.44646.2	-
LH14360	TSS92465	CUFF.44678.1	LINC00174
LH14361	TSS92467	P1P2	GS1-124K5.4
LH14361	TSS92468	P1P2	GS1-124K5.4
LH14362	TSS92471	P1P2	RP4-756H11.3
LH14363	TSS92472	CUFF.44711.4	RP4-756H11.3
LH14364	TSS92480	CUFF.44689.1	-
LH14365	TSS92484	P1P2	RP11-166O4.5
LH14366	TSS92518	CUFF.44747.1	-
LH14367	TSS92527	CUFF.44760.1	-
LH14368	TSS92534	CUFF.44770.2	-
LH14369	TSS92536	CUFF.44774.1	-
LH14370	TSS92537	CUFF.44775.1	-
LH14371	TSS92539	CUFF.44777.1	-
LH14372	TSS92540	CUFF.44783.1	LINC00035
LH14373	TSS92551	CUFF.44790.1	-
LH14374	TSS92552	CUFF.44791.1	-
LH14375	TSS92555	CUFF.44803.2	-
LH14376	TSS92556	CUFF.44815.2	-
LH14377	TSS92558	CUFF.44815.4	-
LH14378	TSS92559	CUFF.44815.5	-
LH14379	TSS92560	CUFF.44815.6	-
LH14380	TSS92561	CUFF.44815.7,CUFF.44815.10,CUFF.44815.8,CUFF.44815.9,CUFF.44815.11	-
LH14381	TSS92562	CUFF.44801.1	-
LH14382	TSS92563	CUFF.44802.1	-
LH14383	TSS92564	CUFF.44800.1	-
LH14384	TSS92567	CUFF.44813.3	AC004878.2
LH14385	TSS92573	CUFF.44805.2	-
LH14386	TSS92574	CUFF.44816.1	-
LH14387	TSS92576	CUFF.44828.1	-
LH14388	TSS92581	CUFF.44825.1	-
LH14389	TSS92582	CUFF.44830.1	-
LH14390	TSS92588	CUFF.44835.1	-
LH14391	TSS92589	CUFF.44844.1	-
LH14392	TSS92602	P1P2	DTX2P1-UPK3BP1-PMS2P11
LH14392	TSS92603	P1P2	DTX2P1-UPK3BP1-PMS2P11
LH14393	TSS92610	CUFF.44864.2	-
LH14394	TSS92613	CUFF.44877.1	-
LH14395	TSS92618	P1P2	RP5-1185I7.1
LH14396	TSS92635	ENST00000429408	MAGI2-AS3
LH14396	TSS92636	ENST00000446159	MAGI2-AS3
LH14397	TSS92637	P1P2	MAGI2-AS3
LH14398	TSS92638	ENST00000435749	MAGI2-AS3
LH14399	TSS92639	ENST00000452320	MAGI2-AS3
LH14400	TSS92640	ENST00000442765	MAGI2-AS3
LH14401	TSS92656	CUFF.44891.1	-
LH14402	TSS92664	CUFF.44910.1	-
LH14403	TSS92665	CUFF.45026.1	AC010091.1
LH14404	TSS92666	CUFF.45027.1,CUFF.45027.2	AC010091.1
LH14405	TSS92667	CUFF.45028.1,CUFF.45028.2	-
LH14406	TSS92669	CUFF.45028.5	-
LH14407	TSS92672	CUFF.45028.8	-
LH14408	TSS92679	CUFF.45031.1	-
LH14409	TSS92690	CUFF.44926.1,CUFF.44926.2	-
LH14410	TSS92691	CUFF.44927.1	-
LH14411	TSS92738	CUFF.44950.2	-
LH14412	TSS92742	CUFF.44964.1	-
LH14413	TSS92743	CUFF.45010.1	AC003991.3
LH14414	TSS92744	P1P2	CTB-167B5.1
LH14415	TSS92799	ENST00000427458	AC007566.10
LH14416	TSS92800	ENST00000441539	AC007566.10
LH14417	TSS92801	CUFF.45015.1	-
LH14418	TSS92804	P1P2	AC002454.1
LH14419	TSS92815	CUFF.45022.1	-
LH14420	TSS92816	CUFF.45042.1	-
LH14421	TSS92817	CUFF.45039.1	-
LH14422	TSS92818	P1P2	AC002076.10
LH14423	TSS92820	CUFF.45121.2	AC006378.2
LH14424	TSS92821	P1P2	AC006378.2
LH14425	TSS92822	P1P2	AC003092.1
LH14425	TSS92823	P1P2	AC003092.1
LH14426	TSS92824	P1P2	AC003092.1
LH14426	TSS92825	P1P2	AC003092.1
LH14427	TSS92844	ENST00000608730	GS1-293C5.1
LH14428	TSS92861	P1P2	AC002451.3
LH14429	TSS92873	CUFF.45087.3	-
LH14430	TSS92894	CUFF.45102.1	-
LH14431	TSS92899	CUFF.45108.1	-
LH14432	TSS92903	ENST00000609873	RP4-607J23.2
LH14433	TSS92904	ENST00000608882	RP4-607J23.2
LH14434	TSS92923	ENST00000360902	AC004893.11
LH14435	TSS92924	ENST00000468960	AC004893.11
LH14436	TSS92925	ENST00000482799	AC004893.11
LH14437	TSS92927	CUFF.45153.1	-
LH14438	TSS92930	CUFF.45156.1	-
LH14439	TSS92931	CUFF.45157.1	-
LH14440	TSS92933	CUFF.45163.1	-
LH14441	TSS92937	ENST00000609449	GS1-259H13.2
LH14442	TSS92948	P1P2	AC073842.19
LH14443	TSS92950	CUFF.45189.1	-
LH14444	TSS92951	CUFF.45186.1	-
LH14445	TSS92952	CUFF.45191.1	-
LH14446	TSS92954	CUFF.45192.1	-
LH14447	TSS92955	P1P2	STAG3L5P-PVRIG2P-PILRB
LH14447	TSS92956	P1P2	STAG3L5P-PVRIG2P-PILRB
LH14448	TSS92957	ENST00000472646	STAG3L5P-PVRIG2P-PILRB
LH14449	TSS92959	P1P2	RP11-758P17.2
LH14450	TSS92960	P1P2	RP11-758P17.3
LH14451	TSS92964	CUFF.45199.1	-
LH14452	TSS92971	CUFF.45211.1	-
LH14453	TSS92975	P1P2	RP11-395B7.7
LH14454	TSS92979	CUFF.45229.1	RP11-132A1.3
LH14455	TSS92980	P1P2	RP11-132A1.3
LH14455	TSS92981	P1P2	RP11-132A1.3
LH14456	TSS92982	P1P2	RP11-132A1.4
LH14456	TSS92983	P1P2	RP11-132A1.4
LH14457	TSS92984	CUFF.45228.1	-
LH14458	TSS92987	P1P2	CTA-357J21.1
LH14459	TSS92988	CUFF.45236.1,CUFF.45236.2	-
LH14460	TSS92992	CUFF.45244.5	-
LH14461	TSS92994	CUFF.45245.1	-
LH14462	TSS92995	CUFF.45247.1	-
LH14463	TSS92997	P1P2	NFE4
LH14463	TSS92998	P1P2	NFE4
LH14464	TSS93001	CUFF.45273.3	-
LH14465	TSS93006	CUFF.45251.1	-
LH14466	TSS93014	CUFF.45260.1	-
LH14467	TSS93021	P1P2	RP11-325F22.2
LH14468	TSS93024	CUFF.45263.1	-
LH14469	TSS93026	P1P2	RP4-778K6.3
LH14470	TSS93027	CUFF.45270.1	-
LH14471	TSS93028	CUFF.45271.1	-
LH14472	TSS93029	CUFF.45272.1	-
LH14473	TSS93030	ENST00000609827	RP11-251G23.5
LH14474	TSS93031	CUFF.45277.1	-
LH14475	TSS93034	CUFF.45283.1	-
LH14476	TSS93035	CUFF.45284.1	-
LH14477	TSS93039	CUFF.45301.5,CUFF.45301.7	-
LH14478	TSS93040	ENST00000609281	RP11-22N19.2
LH14479	TSS93044	CUFF.45485.2	RP5-884M6.1
LH14480	TSS93045	P1P2	RP5-884M6.1
LH14480	TSS93046	P1P2	RP5-884M6.1
LH14480	TSS93047	P1P2	RP5-884M6.1
LH14481	TSS93049	ENST00000602761	RP5-884M6.1
LH14482	TSS93050	CUFF.45298.2	-
LH14483	TSS93056	CUFF.45304.5	-
LH14484	TSS93058	CUFF.45302.1	-
LH14485	TSS93059	CUFF.45303.1	-
LH14486	TSS93063	CUFF.45325.1	CTB-13F3.1
LH14487	TSS93064	ENST00000608515	CTB-13F3.1
LH14488	TSS93074	CUFF.45324.1,CUFF.45324.2	-
LH14489	TSS93075	CUFF.45331.2	-
LH14490	TSS93081	CUFF.45335.2	-
LH14491	TSS93118	CUFF.45354.2	-
LH14492	TSS93119	CUFF.45353.1	-
LH14493	TSS93145	CUFF.45418.20	RP11-736E3.1
LH14494	TSS93146	CUFF.45375.1	-
LH14495	TSS93239	CUFF.45569.1	RP11-328J2.1
LH14496	TSS93260	CUFF.45502.1	-
LH14497	TSS93261	CUFF.45506.1	-
LH14498	TSS93270	CUFF.45580.11	RP4-745K6.1
LH14499	TSS93273	CUFF.45509.1	-
LH14500	TSS93274	CUFF.45509.2	-
LH14501	TSS93288	P1P2	FEZF1-AS1
LH14502	TSS93304	CUFF.45541.6	-
LH14503	TSS93314	P1P2	RP11-390E23.6
LH14504	TSS93315	CUFF.45528.1	-
LH14505	TSS93333	P1P2	POT1-AS1
LH14506	TSS93334	P1P2	POT1-AS1
LH14507	TSS93353	P1P2	AC005276.1
LH14507	TSS93354	P1P2	AC005276.1
LH14508	TSS93355	CUFF.45565.1	-
LH14509	TSS93356	CUFF.45555.1	-
LH14510	TSS93367	CUFF.45572.1	AC000123.4
LH14511	TSS93368	ENST00000418215	AC000123.4
LH14512	TSS93369	CUFF.45566.1	-
LH14513	TSS93388	CUFF.45600.1	-
LH14514	TSS93390	P1P2	RP11-212P7.3,RP11-155G14.6
LH14515	TSS93391	CUFF.45623.1	RP11-212P7.2
LH14516	TSS93393	ENST00000605836	RP11-274B21.10
LH14517	TSS93394	ENST00000605692	RP11-274B21.8
LH14518	TSS93396	P1P2	RP11-309L24.4
LH14519	TSS93397	ENST00000609480	RP11-309L24.9
LH14520	TSS93401	P1P2	RP11-286H14.6
LH14521	TSS93426	ENST00000483283	RP11-775D22.3
LH14522	TSS93427	CUFF.45663.1	-
LH14523	TSS93430	ENST00000604965	RP11-2E11.9
LH14524	TSS93451	CUFF.46102.1	MIR29A
LH14525	TSS93452	CUFF.46103.1	MIR29A
LH14526	TSS93453	CUFF.46104.1	MIR29A
LH14527	TSS93454	CUFF.46105.1	MIR29A
LH14528	TSS93446	CUFF.46096.31	AC016831.7
LH14529	TSS93458	CUFF.45760.8	-
LH14530	TSS93489	CUFF.45694.1	-
LH14531	TSS93502	CUFF.45704.1	-
LH14532	TSS93509	CUFF.45707.1	-
LH14533	TSS93510	ENST00000608819	RP11-134L10.1
LH14534	TSS93517	ENST00000609370	RP11-644N4.1
LH14535	TSS93519	CUFF.45721.1	-
LH14536	TSS93528	CUFF.45854.16,CUFF.45854.18	AC009784.3,-
LH14537	TSS93532	P1P2	AC009784.3
LH14538	TSS93534	CUFF.45854.33	AC009784.3
LH14539	TSS93535	ENST00000437569	AC009784.3
LH14540	TSS93536	ENST00000454735	AC009784.3
LH14541	TSS93564	CUFF.45758.1	-
LH14542	TSS93569	CUFF.45773.2	-
LH14543	TSS93575	CUFF.45776.1,CUFF.45776.2,CUFF.45776.3,CUFF.45776.4,CUFF.45776.6,CUFF.45776.7,CUFF.45776.8,CUFF.45776.9,CUFF.45776.10	-
LH14544	TSS93576	CUFF.45780.1,CUFF.45780.2,CUFF.45780.3	-
LH14545	TSS93578	CUFF.45778.1	-
LH14546	TSS93580	CUFF.45787.1	-
LH14547	TSS93581	CUFF.45787.2	-
LH14548	TSS93585	P1P2	JHDM1D-AS1
LH14549	TSS93591	CUFF.45799.1	-
LH14550	TSS93592	CUFF.45797.1	-
LH14551	TSS93622	NLT_00006985	LINC-EPHB6-1
LH14552	TSS93623	ENST00000438839	RP11-114L10.2
LH14553	TSS93631	CUFF.45858.1	RP11-563K23.1
LH14554	TSS93633	P1P2	EPHA1-AS1
LH14555	TSS93636	CUFF.45885.13	EPHA1-AS1
LH14556	TSS93637	CUFF.45885.16	EPHA1-AS1
LH14557	TSS93646	CUFF.45864.2	RP4-669B10.3
LH14558	TSS93651	CUFF.46061.2	RP4-545C24.1
LH14559	TSS93656	CUFF.46061.14	RP4-545C24.1
LH14560	TSS93677	CUFF.45886.2	-
LH14561	TSS93678	CUFF.45886.4	-
LH14562	TSS93682	CUFF.45883.5	-
LH14563	TSS93686	CUFF.45878.1	-
LH14564	TSS93694	CUFF.45903.1	-
LH14565	TSS93697	CUFF.45911.1	-
LH14566	TSS93698	CUFF.45909.1	-
LH14567	TSS93700	CUFF.45920.1	-
LH14568	TSS93703	CUFF.45914.2,CUFF.45914.3	-
LH14569	TSS93704	CUFF.45922.1	-
LH14570	TSS93705	CUFF.45923.1	-
LH14571	TSS93712	CUFF.45936.1	-
LH14572	TSS93713	CUFF.45936.2	-
LH14573	TSS93714	CUFF.45934.1	-
LH14574	TSS93715	CUFF.45948.1	-
LH14575	TSS93719	CUFF.45950.3	-
LH14576	TSS93763	P1P2	RP4-584D14.7
LH14577	TSS93765	CUFF.45969.5	-
LH14578	TSS93774	P1P2	-
LH14579	TSS93775	ENST00000607902	RP4-548D19.3
LH14580	TSS93777	P1P2	RP5-1070G24.2
LH14581	TSS93780	ENST00000460148	WDR86-AS1
LH14582	TSS93788	CUFF.45997.1	-
LH14583	TSS93802	CUFF.46014.1	PRKAG2-AS1
LH14584	TSS93803	P1P2	PRKAG2-AS1
LH14584	TSS93804	P1P2	PRKAG2-AS1
LH14585	TSS93810	P1P2	LINC01003
LH14586	TSS93814	CUFF.46040.3	-
LH14587	TSS93828	CUFF.46130.7	-
LH14588	TSS93832	CUFF.46137.1	AC073236.3
LH14589	TSS93841	CUFF.46066.1	-
LH14590	TSS93852	CUFF.46051.1	-
LH14591	TSS93854	ENST00000608064	RP11-5C23.1
LH14592	TSS93855	ENST00000609134	RP11-5C23.2
LH14593	TSS93856	CUFF.46067.1	-
LH14594	TSS93859	P1P2	PAXIP1-AS1
LH14595	TSS93891	CUFF.46100.1	AC008060.5
LH14596	TSS93897	CUFF.46115.1	-
LH14597	TSS93898	CUFF.46113.2	-
LH14598	TSS93899	CUFF.46116.1	-
LH14599	TSS93913	CUFF.46202.1	-
LH14600	TSS93930	CUFF.46161.1	-
LH14601	TSS93943	ENST00000429228	MNX1-AS2
LH14602	TSS93944	P1P2	MNX1-AS1
LH14603	TSS93965	CUFF.46179.1	-
LH14604	TSS94016	CUFF.46219.2,CUFF.46219.3	-
LH14605	TSS94023	CUFF.46249.1	-
LH14606	TSS94024	CUFF.46250.1	-
LH14607	TSS94026	CUFF.46236.3	-
LH14608	TSS94027	CUFF.46281.5	LINC00689
LH14609	TSS94028	P1P2	LINC00689
LH14610	TSS94030	CUFF.46281.9	LINC00689
LH14611	TSS94057	ENST00000465755	AC093627.7
LH14612	TSS94068	P1P2	AC093627.9
LH14613	TSS94073	CUFF.43373.1	-
LH14614	TSS94074	CUFF.43374.1	-
LH14615	TSS94092	CUFF.43393.16	-
LH14616	TSS94105	CUFF.43403.1	-
LH14617	TSS94109	P1P2	RP11-449P15.2
LH14618	TSS94110	CUFF.43404.1	-
LH14619	TSS94123	ENST00000609755	RP11-1246C19.1
LH14620	TSS94124	P1P2	AC102953.6
LH14621	TSS94133	CUFF.43475.1	-
LH14622	TSS94136	P1P2	AC074389.9
LH14622	TSS94137	P1P2	AC074389.9
LH14623	TSS94141	CUFF.43505.1	-
LH14624	TSS94144	CUFF.43511.1	AC004840.9
LH14625	TSS94146	CUFF.43511.4	AC004840.9
LH14626	TSS94145	CUFF.43511.2	AC004840.9
LH14627	TSS94160	CUFF.43506.2,CUFF.43506.3	-
LH14628	TSS94167	CUFF.43514.1	-
LH14629	TSS94168	CUFF.43523.1	-
LH14630	TSS94169	CUFF.43524.1	-
LH14631	TSS94214	CUFF.43553.1	-
LH14632	TSS94219	CUFF.43569.1	-
LH14633	TSS94222	CUFF.43570.1	-
LH14634	TSS94224	CUFF.43572.1	-
LH14635	TSS94223	CUFF.43571.1	-
LH14636	TSS94229	P1P2	RP11-1275H24.1
LH14637	TSS94230	CUFF.43628.1	-
LH14638	TSS94232	CUFF.43602.1	-
LH14639	TSS94236	CUFF.43614.3	-
LH14640	TSS94246	P1P2	AC079742.4
LH14641	TSS94247	CUFF.43619.1	-
LH14642	TSS94249	CUFF.43621.1	-
LH14643	TSS94248	CUFF.43620.1	-
LH14644	TSS94251	CUFF.43630.1	RP11-611L7.1
LH14645	TSS94252	CUFF.43630.2	RP11-611L7.1
LH14646	TSS94253	CUFF.43631.2	RP11-611L7.1
LH14647	TSS94273	ENST00000609307	RP5-1159O4.1
LH14648	TSS94271	ENST00000609497	RP5-1159O4.1
LH14649	TSS94279	CUFF.43653.9	AC009473.1
LH14650	TSS94284	CUFF.43652.1	-
LH14651	TSS94307	CUFF.43800.17	-
LH14652	TSS94302	CUFF.43800.6	-
LH14653	TSS94308	CUFF.43800.16	-
LH14654	TSS94301	P1P2	AC004535.2
LH14654	TSS94305	P1P2	AC004535.2
LH14655	TSS94306	CUFF.43800.19	AC004535.2
LH14656	TSS94320	CUFF.43694.20	-
LH14657	TSS94376	P1P2	AC073333.8
LH14658	TSS94383	CUFF.43813.1	-
LH14659	TSS94381	CUFF.43811.4	-
LH14660	TSS94399	CUFF.43971.1	-
LH14661	TSS94423	CUFF.43746.1	-
LH14662	TSS94426	CUFF.43746.4	-
LH14663	TSS94427	CUFF.43743.1	-
LH14664	TSS94428	CUFF.43747.1,CUFF.43747.2	-
LH14665	TSS94439	ENST00000449573	AC005062.2
LH14666	TSS94437	P1P2	AC005062.2
LH14667	TSS94438	ENST00000418442	AC005062.2
LH14668	TSS94443	ENST00000605357,ENST00000603156	CTA-293F17.1
LH14669	TSS94445	CUFF.43775.4	-
LH14670	TSS94444	CUFF.43775.17	-
LH14671	TSS94448	CUFF.43775.20	-
LH14672	TSS94453	CUFF.43769.1	-
LH14673	TSS94454	CUFF.43768.1	-
LH14674	TSS94465	CUFF.43784.1	-
LH14675	TSS94466	CUFF.43785.1	-
LH14676	TSS94467	CUFF.43786.1	-
LH14677	TSS94468	CUFF.43787.1	-
LH14678	TSS94470	CUFF.43820.3	AC002480.5
LH14679	TSS94474	P1P2	AC002480.5
LH14680	TSS94475	P1P2	AC002480.2
LH14680	TSS94476	P1P2	AC002480.2
LH14681	TSS94478	CUFF.43797.1	-
LH14682	TSS94480	CUFF.43822.1	AC005682.5
LH14683	TSS94482	P1P2	KLHL7-AS1
LH14684	TSS94486	CUFF.43838.1	-
LH14685	TSS94487	CUFF.43838.2	-
LH14686	TSS94488	CUFF.43835.1	-
LH14687	TSS94489	CUFF.43842.1	-
LH14688	TSS94490	CUFF.43842.2	-
LH14689	TSS94491	CUFF.43841.1,CUFF.43841.2	-
LH14690	TSS94492	P1P2	AC006026.13
LH14691	TSS94493	CUFF.43843.1	-
LH14692	TSS94496	CUFF.44000.1,CUFF.44000.2	-
LH14693	TSS94517	CUFF.43844.1	-
LH14694	TSS94518	CUFF.43849.1	-
LH14695	TSS94519	CUFF.43849.2	-
LH14696	TSS94521	CUFF.43853.1	-
LH14697	TSS94567	ENST00000602992	CTD-2227E11.1
LH14698	TSS94566	CUFF.43867.1	CTD-2227E11.1
LH14699	TSS94578	ENST00000608362	CTB-119C2.1
LH14700	TSS94577	CUFF.43858.1	CTB-119C2.1
LH14701	TSS94579	CUFF.43874.1	-
LH14702	TSS94584	P1P2	AC004540.4
LH14703	TSS94583	P1P2	AC004540.4
LH14704	TSS94596	CUFF.43890.1,CUFF.43890.2	HOTAIRM1
LH14705	TSS94597	P1P2	RP1-170O19.23
LH14706	TSS94599	CUFF.43898.1	HOXA11-AS
LH14707	TSS94598	ENST00000523331	RP1-170O19.14
LH14708	TSS94625	CUFF.43924.1	-
LH14709	TSS94626	CUFF.43925.1	-
LH14710	TSS94641	P1P2	AC007255.8
LH14711	TSS94645	CUFF.43967.1,CUFF.43967.2	-
LH14712	TSS94646	CUFF.43966.1	-
LH14713	TSS94647	CUFF.43966.2	-
LH14714	TSS94669	CUFF.43989.1	-
LH14715	TSS94670	CUFF.43989.2,CUFF.43989.3	-
LH14716	TSS94677	ENST00000578293	AC005154.6
LH14717	TSS94684	ENST00000578572	AC005154.6
LH14718	TSS94678	P1P2	AC005154.6
LH14719	TSS94685	ENST00000584108	AC005154.6
LH14720	TSS94674	P1P2	AC005154.6
LH14721	TSS94686	ENST00000584023	AC005154.6
LH14722	TSS94675	CUFF.44901.8,ENST00000454922	AC005154.6
LH14723	TSS94676	P1P2	AC005154.6
LH14724	TSS94690	CUFF.44017.1	-
LH14725	TSS94703	CUFF.44095.2	LINC-GHRHR-1
LH14726	TSS94706	CUFF.44027.1	-
LH14727	TSS94717	CUFF.44034.1	-
LH14728	TSS94726	CUFF.44053.1	-
LH14729	TSS94779	CUFF.44113.1	-
LH14730	TSS94784	ENST00000609522	RP11-121A8.1
LH14731	TSS94785	P1P2	-
LH14732	TSS94805	P1P2	AC011290.4
LH14733	TSS94807	CUFF.44142.2	-
LH14734	TSS94808	ENST00000420748	AC004837.4
LH14735	TSS94811	CUFF.44143.3,CUFF.44143.1	AC004837.5
LH14736	TSS94815	CUFF.44161.1	RP11-467D6.1
LH14737	TSS94817	CUFF.44166.1	-
LH14738	TSS94830	P1P2	AC004988.1
LH14739	TSS94882	CUFF.44221.4	-
LH14740	TSS94885	CUFF.44233.3	AC005537.2
LH14741	TSS94886	ENST00000609382	AC005537.2
LH14742	TSS94904	CUFF.44223.1	-
LH14743	TSS94907	CUFF.44226.1	-
LH14744	TSS94910	ENST00000447643	AC004951.6
LH14745	TSS94909	P1P2	POLR2J4,RP5-1165K10.2
LH14746	TSS94915	CUFF.44269.1,CUFF.44269.2	-
LH14747	TSS94917	CUFF.44269.9	-
LH14748	TSS94921	CUFF.44259.3	-
LH14749	TSS94924	P1P2	RP4-647J21.1
LH14750	TSS94925	P1P2	SNHG15
LH14750	TSS94926	P1P2	SNHG15
LH14750	TSS94928	P1P2	SNHG15
LH14751	TSS94927	CUFF.44408.11	SNHG15
LH14752	TSS94931	CUFF.44277.1	-
LH14753	TSS94939	CUFF.44287.1	-
LH14754	TSS94987	CUFF.44319.1	-
LH14755	TSS94988	CUFF.44322.1	-
LH14756	TSS94992	CUFF.44363.2	-
LH14757	TSS95050	CUFF.44405.1	-
LH14758	TSS95083	P1P2	GS1-179L18.1
LH14759	TSS95114	CUFF.44525.8	-
LH14760	TSS95130	CUFF.44509.1	-
LH14761	TSS95135	CUFF.44500.1	-
LH14762	TSS95136	CUFF.44501.1	-
LH14763	TSS95138	P1P2	EGFR-AS1
LH14764	TSS95150	CUFF.44513.1	-
LH14765	TSS95156	CUFF.44516.1	-
LH14766	TSS95157	CUFF.44516.2	-
LH14767	TSS95158	CUFF.44516.3	-
LH14768	TSS95189	CUFF.44585.4	-
LH14769	TSS95198	CUFF.44575.1	-
LH14770	TSS95201	CUFF.44575.4	-
LH14771	TSS95246	CUFF.44742.1	-
LH14772	TSS95247	CUFF.44743.1	-
LH14773	TSS95244	CUFF.44740.9	-
LH14774	TSS95243	CUFF.44740.18	-
LH14775	TSS95253	CUFF.44606.1	-
LH14776	TSS95260	CUFF.44622.1	-
LH14777	TSS95261	CUFF.44622.2	-
LH14778	TSS95268	CUFF.44620.1	-
LH14779	TSS95270	CUFF.44624.1	-
LH14780	TSS95274	CUFF.44626.1	-
LH14781	TSS95273	CUFF.44625.1,CUFF.44625.2,CUFF.44625.5	-
LH14782	TSS95278	CUFF.44651.2	-
LH14782	TSS95278	CUFF.44651.5,CUFF.44651.7	-
LH14783	TSS95288	CUFF.44665.2	-
LH14784	TSS95291	CUFF.44665.5	-
LH14785	TSS95295	CUFF.44668.5,CUFF.44668.6	RP5-1132H15.1
LH14786	TSS95296	CUFF.44668.7	RP5-1132H15.1
LH14787	TSS95300	CUFF.44664.1	-
LH14788	TSS95304	ENST00000438894	LINC00174
LH14789	TSS95301	CUFF.44677.2,ENST00000416366	LINC00174
LH14790	TSS95303	ENST00000416572	LINC00174
LH14791	TSS95302	ENST00000421767	LINC00174
LH14792	TSS95305	P1P2	GS1-124K5.3
LH14793	TSS95306	ENST00000449307	GS1-124K5.11
LH14794	TSS95308	CUFF.44710.6	RP4-756H11.3
LH14795	TSS95309	CUFF.44710.3	RP4-756H11.3
LH14796	TSS95312	CUFF.44712.1	-
LH14797	TSS95311	ENST00000607978	RP11-792A8.4
LH14798	TSS95318	CUFF.44670.1	-
LH14799	TSS95319	CUFF.44695.1	RP11-458F8.4
LH14800	TSS95327	CUFF.44680.1	-
LH14801	TSS95328	CUFF.44679.1	-
LH14802	TSS95336	CUFF.44698.4	RP11-166O4.6
LH14803	TSS95337	CUFF.44698.3	RP11-166O4.6
LH14804	TSS95335	CUFF.44698.1	RP11-166O4.5
LH14805	TSS95400	ENST00000608799	RP11-313P13.5
LH14806	TSS95402	CUFF.44772.1	-
LH14807	TSS95401	CUFF.44771.1	-
LH14808	TSS95407	P1P2	CTB-51J22.1
LH14808	TSS95410	P1P2	CTB-51J22.1
LH14809	TSS95408	CUFF.44795.2	CTB-51J22.1
LH14810	TSS95409	CUFF.44795.4	CTB-51J22.1
LH14811	TSS95416	CUFF.44788.1	-
